,loss,val_loss
0,8.011670112609863,7.460492134094238
1,7.117208480834961,7.161531925201416
2,6.941813945770264,6.944812297821045
3,6.220817565917969,5.183078289031982
4,3.919642686843872,3.522043228149414
5,2.9975433349609375,2.840169906616211
6,2.422877550125122,2.2757627964019775
7,1.9118974208831787,1.7322182655334473
8,1.4447377920150757,1.3218997716903687
9,1.1559382677078247,1.0873206853866577
10,0.9515601396560669,0.9045941233634949
11,0.7888371348381042,0.7505159974098206
12,0.6647446155548096,0.642562210559845
13,0.573159396648407,0.5589287877082825
14,0.5130056142807007,0.505931556224823
15,0.4688583314418793,0.4777607321739197
16,0.4347521960735321,0.44998839497566223
17,0.4094710648059845,0.4125352203845978
18,0.3889926075935364,0.39750298857688904
19,0.3715478181838989,0.3784836530685425
20,0.35674601793289185,0.36488643288612366
21,0.3453580439090729,0.3485993444919586
22,0.333528071641922,0.3389120399951935
23,0.32461410760879517,0.33742818236351013
24,0.31482595205307007,0.3228350579738617
25,0.31001877784729004,0.3322896659374237
26,0.3052694499492645,0.31467291712760925
27,0.29840102791786194,0.3230419456958771
28,0.29610857367515564,0.30067765712738037
29,0.28753212094306946,0.29760852456092834
30,0.2864736318588257,0.29847976565361023
31,0.2842002213001251,0.2919693887233734
32,0.27903133630752563,0.28334590792655945
33,0.27555230259895325,0.2918933629989624
34,0.27151456475257874,0.2793501019477844
35,0.2689479887485504,0.2845601737499237
36,0.270277202129364,0.2707889676094055
37,0.2693263590335846,0.27640843391418457
38,0.2633627653121948,0.27281567454338074
39,0.26746565103530884,0.26988616585731506
40,0.25995126366615295,0.26329943537712097
41,0.25887128710746765,0.2626097798347473
42,0.25984451174736023,0.2710164487361908
43,0.2599385380744934,0.2658200263977051
44,0.258217990398407,0.25702381134033203
45,0.2530749440193176,0.2595462203025818
46,0.25385618209838867,0.2643231153488159
47,0.25183209776878357,0.2612393796443939
48,0.251371294260025,0.2566247582435608
49,0.2519620656967163,0.25335007905960083
50,0.2482394278049469,0.25377893447875977
51,0.245920330286026,0.25956961512565613
52,0.2453562170267105,0.2503945529460907
53,0.24666088819503784,0.2546156346797943
54,0.24547575414180756,0.2548861503601074
55,0.24698862433433533,0.2594197690486908
56,0.2450849413871765,0.24814163148403168
57,0.24258732795715332,0.2446870505809784
58,0.24148020148277283,0.2520792484283447
59,0.24271753430366516,0.24297255277633667
60,0.2418321669101715,0.2422897219657898
61,0.23969408869743347,0.24277430772781372
62,0.23812370002269745,0.24205702543258667
63,0.23671704530715942,0.24211038649082184
64,0.2361234575510025,0.2542901635169983
65,0.23752164840698242,0.2409057766199112
66,0.2340129017829895,0.23988674581050873
67,0.235367551445961,0.24073298275470734
68,0.23516710102558136,0.24673691391944885
69,0.23607635498046875,0.23527267575263977
70,0.23399771749973297,0.24104343354701996
71,0.23443618416786194,0.2490500658750534
72,0.23319195210933685,0.25287237763404846
73,0.23498116433620453,0.23902153968811035
74,0.2312864512205124,0.2383705973625183
75,0.23176535964012146,0.23450542986392975
76,0.23180532455444336,0.23841141164302826
77,0.23158685863018036,0.23765751719474792
78,0.23124977946281433,0.23744674026966095
79,0.23182238638401031,0.23987963795661926
80,0.23161542415618896,0.24471069872379303
81,0.23097176849842072,0.23656347393989563
82,0.231828510761261,0.25168612599372864
83,0.23128649592399597,0.23589006066322327
84,0.2307129055261612,0.24026696383953094
85,0.22899770736694336,0.23410122096538544
86,0.22988340258598328,0.23268811404705048
87,0.23104341328144073,0.23318979144096375
88,0.22976082563400269,0.23989976942539215
89,0.22931480407714844,0.24116770923137665
90,0.2291627675294876,0.23642155528068542
91,0.22822308540344238,0.2386464774608612
92,0.23034051060676575,0.23321956396102905
93,0.22799229621887207,0.23391741514205933
94,0.23019234836101532,0.2357795089483261
95,0.22886350750923157,0.23021623492240906
96,0.23014356195926666,0.24102061986923218
97,0.22847703099250793,0.2327532172203064
98,0.22800633311271667,0.24544890224933624
99,0.2285124659538269,0.23079529404640198
100,0.22853487730026245,0.2371225506067276
101,0.22779400646686554,0.23136666417121887
102,0.22633861005306244,0.231216162443161
103,0.23011523485183716,0.23830653727054596
104,0.22890222072601318,0.231247678399086
105,0.22506624460220337,0.23491370677947998
106,0.22649596631526947,0.23636791110038757
107,0.22546035051345825,0.22891941666603088
108,0.22726741433143616,0.22994902729988098
109,0.22758498787879944,0.26041358709335327
110,0.22899873554706573,0.23203033208847046
111,0.22583574056625366,0.23549865186214447
112,0.2257198542356491,0.23117195069789886
113,0.22951970994472504,0.23591230809688568
114,0.2288278341293335,0.23468250036239624
